text,entities
Ti nasusukaak ket maysa a epekto ti Manganese.,"[(36, 45, 'DRUG'), (3, 13, 'ADE')]"
Ti nalawag ti kita ket maysa a epekto ti Calcium Lactate.,"[(41, 56, 'DRUG'), (3, 18, 'ADE')]"
"In-experience ko ti adda pantal ko kalpasan ti Tobramycin (as sulfate) + Dexamethasone 
(as sodium phosphate).","[(47, 110, 'DRUG'), (20, 34, 'ADE')]"
"Kalpasan ti panag-inom ti Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Paracetamol, kanayonak a agdirdirisak.","[(26, 99, 'DRUG'), (113, 125, 'ADE')]"
Nakaramdamak ti saanak makapanag-diges kalpasan ti panag-inom ko ti Dlbs2411 Cinnamomum Burmannii (Nees &amp; T. Nees) Blume (Indonesian Cinnamon Bark).,"[(68, 151, 'DRUG'), (16, 38, 'ADE')]"
In-experience ko ti agkarkarigatak kalpasan ti Polyethylene Glycol 4000 (PEG).,"[(47, 77, 'DRUG'), (20, 34, 'ADE')]"
"Gapu ti Dipyridamole, nakaramdamak ti agkurang ti init ko.","[(8, 20, 'DRUG'), (38, 57, 'ADE')]"
"Kalpasan ti panag-inom ti Thiamine hydrochloride (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), kanayonak a agsakit ti ulok.","[(26, 132, 'DRUG'), (146, 161, 'ADE')]"
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti Mecobalamin.,"[(62, 73, 'DRUG'), (16, 32, 'ADE')]"
Ti saanak makapanag-diges ket maysa a epekto ti Telmisartan + Amlodipine (as besilate).,"[(48, 86, 'DRUG'), (3, 25, 'ADE')]"
"Idi ko inusar ti Butamirate (as Citrate), nagsang-atak ti saanak makapanag-diges.","[(17, 40, 'DRUG'), (58, 80, 'ADE')]"
Nakaramdamak ti agsakit dagiti ul-ulok kalpasan ti panag-inom ko ti Multivitamin.,"[(68, 80, 'DRUG'), (16, 38, 'ADE')]"
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti TGP Zinc Gluconate.,"[(67, 85, 'DRUG'), (28, 50, 'ADE')]"
"Idi ko inusar ti Thiamine Mononitrate (Vitamin B1) + Pyridoxine 
Hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12, nagsang-atak ti adda pantal ko.","[(17, 124, 'DRUG'), (142, 156, 'ADE')]"
"Idi ko inusar ti Diclofenac (As Diethylamine) 1G/100G (1%) Emulgel, nagsang-atak ti adda pantal ko.","[(17, 66, 'DRUG'), (84, 98, 'ADE')]"
Nariknak ti nalawag ti kita idi pinainomak ti Hydroquinone.,"[(46, 58, 'DRUG'), (12, 27, 'ADE')]"
"Idi ko inusar ti Clindamycin (As Hydrocholride), nagsang-atak ti agkurang ti init ko.","[(17, 47, 'DRUG'), (65, 84, 'ADE')]"
"Kalpasan ti panag-inom ti Vitamin B Complex + Inositol + Choline Bitartrate, kanayonak a agkurang ti init ko.","[(26, 75, 'DRUG'), (89, 108, 'ADE')]"
"Idi ko inusar ti Glibenclamide, nagsang-atak ti nalidlidayak.","[(17, 30, 'DRUG'), (48, 60, 'ADE')]"
"Idi ko inusar ti Betahistine Dihydochloride, nagsang-atak ti agdirdirisak.","[(17, 43, 'DRUG'), (61, 73, 'ADE')]"
"Ti kadawyan nga epekto ti Beclometasone dipropionate + Formoterol fumarate 
dihydrate + Glycopyrronium bromide ket agkaroak.","[(26, 111, 'DRUG'), (116, 124, 'ADE')]"
In-experience ko ti agsakit dagiti ul-ulok kalpasan ti HEPATITIS B VACCINE (RECOMBINANT DNA ).,"[(55, 93, 'DRUG'), (20, 42, 'ADE')]"
Nakaramdamak ti agkarkarigatak kalpasan ti panag-inom ko ti CARBOPLATIN.,"[(60, 71, 'DRUG'), (16, 30, 'ADE')]"
"Idi ko inusar ti TEMOZOLOMIDE, nagsang-atak ti saanak makapanag-diges.","[(17, 29, 'DRUG'), (47, 69, 'ADE')]"
Nariknak ti nangato ti bukol idi pinainomak ti Clindamycin (as phosphate).,"[(47, 73, 'DRUG'), (12, 28, 'ADE')]"
In-experience ko ti agkarkarigatak kalpasan ti Olmesartan medoxomil.,"[(47, 67, 'DRUG'), (20, 34, 'ADE')]"
"Idi ko inusar ti Sultamicillin (as Tosilate dihydrate), nagsang-atak ti nalidlidayak.","[(17, 54, 'DRUG'), (72, 84, 'ADE')]"
Adu ti agsao nga agkaroak no ag-inom ti Methyl Salicylate + Camphor + Menthol + Eucalyptol.,"[(40, 90, 'DRUG'), (17, 25, 'ADE')]"
Nakaramdamak ti adda pantal ko kalpasan ti panag-inom ko ti Warfarin Sodium.,"[(60, 75, 'DRUG'), (16, 30, 'ADE')]"
Ti agkaroak ket maysa a epekto ti Hymet.,"[(34, 39, 'DRUG'), (3, 11, 'ADE')]"
"Kalpasan ti panag-inom ti Cefepime as (Hydrochloride), kanayonak a adda pantal ko.","[(26, 53, 'DRUG'), (67, 81, 'ADE')]"
"Kalpasan ti panag-inom ti Brimonidine tartrate + Timolol (as maleate), kanayonak a nangato ti bukol.","[(26, 69, 'DRUG'), (83, 99, 'ADE')]"
Ti kadawyan nga epekto ti Pemetrexed (As disodium) ket kayat ko ti angin.,"[(26, 50, 'DRUG'), (55, 72, 'ADE')]"
Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Cilnidipine.,"[(53, 64, 'DRUG'), (28, 36, 'ADE')]"
"Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Paracetamol + Phenylephrine hydrochloride + 
Chlorphenamine maleate + Zinc.","[(53, 127, 'DRUG'), (28, 36, 'ADE')]"
Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Dactinomycin.,"[(53, 65, 'DRUG'), (28, 36, 'ADE')]"
Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Co- Amoxiclav.,"[(57, 70, 'DRUG'), (28, 40, 'ADE')]"
"Idi ko inusar ti Nonacog alfa, nagsang-atak ti agkarkarigatak.","[(17, 29, 'DRUG'), (47, 61, 'ADE')]"
Ti kadawyan nga epekto ti Atropine sulfate ket agsakit dagiti ul-ulok.,"[(26, 42, 'DRUG'), (47, 69, 'ADE')]"
Adu ti agsao nga agkurang ti init ko no ag-inom ti Aceclofenac.,"[(51, 62, 'DRUG'), (17, 36, 'ADE')]"
"Adu ti agsao nga agbutengak no ag-inom ti Multivitamins + Minerals + Amino Acids + Vitis 
vinifera L. (Grape) Seed.","[(42, 115, 'DRUG'), (17, 27, 'ADE')]"
Nakaramdamak ti nalawag ti kita kalpasan ti panag-inom ko ti Piperacillin (as sodium) + Tazobactam(as sodium).,"[(61, 109, 'DRUG'), (16, 31, 'ADE')]"
Ti naliday ti ulok ket maysa a epekto ti Quassinoids.,"[(41, 52, 'DRUG'), (3, 18, 'ADE')]"
"Ti nasusukaak ket maysa a epekto ti Phenylephrine Hydrochloride + Chlorphenamine Maleate 
+ Paracetamol.","[(36, 104, 'DRUG'), (3, 13, 'ADE')]"
"Gapu ti Cefpodoxime (as Proxetil), nakaramdamak ti naliday ti ulok.","[(8, 33, 'DRUG'), (51, 66, 'ADE')]"
"Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti Montelukast (as sodium) + Levocetirizine 
hydrochloride.","[(61, 117, 'DRUG'), (28, 44, 'ADE')]"
Ti adda pantal ko ket maysa a epekto ti Hedera helix L. (Ivy) Leaf.,"[(40, 66, 'DRUG'), (3, 17, 'ADE')]"
In-experience ko ti agkarkarigatak kalpasan ti Pemetrexed (as disodium heptahydrate).,"[(47, 84, 'DRUG'), (20, 34, 'ADE')]"
Adu ti agsao nga naliday ti ulok no ag-inom ti Betaxolol Hydrochloride.,"[(47, 70, 'DRUG'), (17, 32, 'ADE')]"
Nakaramdamak ti nataltalged ti ngiwat kalpasan ti panag-inom ko ti Amoxicillin(As Trihydrate).,"[(67, 93, 'DRUG'), (16, 37, 'ADE')]"
Nariknak ti agbutengak idi pinainomak ti Cefaclor (as Monohydrate).,"[(41, 66, 'DRUG'), (12, 22, 'ADE')]"
Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti BUCLIZINE Hydrochloride + VITAMIN B COMPLEX + IRON.,"[(61, 111, 'DRUG'), (28, 44, 'ADE')]"
Adu ti agsao nga adda pantal ko no ag-inom ti Ceftriaxone (as sodium) + Sulbactam (as sodium.,"[(46, 92, 'DRUG'), (17, 31, 'ADE')]"
Nakaramdamak ti agdirdirisak kalpasan ti panag-inom ko ti Pantoprazole (as Sodium).,"[(58, 82, 'DRUG'), (16, 28, 'ADE')]"
Ti kayat ko ti angin ket maysa a epekto ti Hydroquinone + Tretinoin.,"[(43, 67, 'DRUG'), (3, 20, 'ADE')]"
"Kalpasan ti panag-inom ti Vancomycin (as hydrohloride), kanayonak a agsakit ti ulok.","[(26, 54, 'DRUG'), (68, 83, 'ADE')]"
Adu ti agsao nga nasusukaak no ag-inom ti Vincristine sulfate.,"[(42, 61, 'DRUG'), (17, 27, 'ADE')]"
"Idi ko inusar ti Drospirenone, nagsang-atak ti agpaspas ti puso.","[(17, 29, 'DRUG'), (47, 63, 'ADE')]"
Nariknak ti adda pantal ko idi pinainomak ti Pramipexole dihydrochloride monohydrate.,"[(45, 84, 'DRUG'), (12, 26, 'ADE')]"
In-experience ko ti agsakit dagiti ul-ulok kalpasan ti Clindamycin (as Phosphate).,"[(55, 81, 'DRUG'), (20, 42, 'ADE')]"
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti Atorvastatin (As Calcium) + Fenofibrate.,"[(62, 101, 'DRUG'), (16, 32, 'ADE')]"
Ti nataltalged ti ngiwat ket maysa a epekto ti Isordil.,"[(47, 54, 'DRUG'), (3, 24, 'ADE')]"
In-experience ko ti agkaroak kalpasan ti Antithymocyte Immunoglobulin (ATG) (Equine).,"[(41, 84, 'DRUG'), (20, 28, 'ADE')]"
"Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Methyl Salicylate + Camphor + Menthol + Eucalyptus Oil 
+ Gingerols + Capsaicin.","[(57, 137, 'DRUG'), (28, 40, 'ADE')]"
"Gapu ti Ponatinib (as Hydrocloride), nakaramdamak ti agkarkarigatak.","[(8, 35, 'DRUG'), (53, 67, 'ADE')]"
"Nariknak ti agsakit ti ulok idi pinainomak ti Methyl Salicylate + Zingiber officinale (Ginger) 
Root + Menthol + Camphor + Eucalyptus.","[(46, 134, 'DRUG'), (12, 27, 'ADE')]"
Ti kadawyan nga epekto ti Triptorelin (as embonate) ket nangato ti bukol.,"[(26, 51, 'DRUG'), (56, 72, 'ADE')]"
Ti nalidlidayak ket maysa a epekto ti Clotrimazole + Beclometasone Dipropionate.,"[(38, 79, 'DRUG'), (3, 15, 'ADE')]"
"Kalpasan ti panag-inom ti Epinephrine (As Hydrochloride), kanayonak a saanak makaturturog.","[(26, 56, 'DRUG'), (70, 89, 'ADE')]"
"Gapu ti d-Alpha Tocopheryl Acid Succinate (Vitamin E)/ Korean Ginseng/ Bee Pollen/ Calcium Pantothenate/ Lecithin, nakaramdamak ti adda pantal ko.","[(8, 113, 'DRUG'), (131, 145, 'ADE')]"
"Kalpasan ti panag-inom ti Diclofenac Sodium, kanayonak a agkarkarigatak.","[(26, 43, 'DRUG'), (57, 71, 'ADE')]"
In-experience ko ti nasusukaak kalpasan ti Duloxetine (As Hydrochloride).,"[(43, 72, 'DRUG'), (20, 30, 'ADE')]"
"Kalpasan ti panag-inom ti Peritoneal Dialysis Solution with 1.5% Dextrose, kanayonak a agkarkarigatak.","[(26, 73, 'DRUG'), (87, 101, 'ADE')]"
Adu ti agsao nga saanak makapanag-diges no ag-inom ti MENTHOL + PEPPERMINT OIL + CAMPHOR + CLOVE OIL.,"[(54, 100, 'DRUG'), (17, 39, 'ADE')]"
In-experience ko ti agkarkarigatak kalpasan ti Ampicillin(as sodium)+Sulbactam(as sodium).,"[(47, 89, 'DRUG'), (20, 34, 'ADE')]"
"Nariknak ti nataltalged ti ngiwat idi pinainomak ti Diclofenac Sodium (as Diethylamine) + Methyl 
Salicylate + Menthol + Linseed Oil.","[(52, 132, 'DRUG'), (12, 33, 'ADE')]"
Nariknak ti nataltalged ti ngiwat idi pinainomak ti Ferrous Sulfate (as heptahydrate).,"[(52, 85, 'DRUG'), (12, 33, 'ADE')]"
In-experience ko ti agbutengak kalpasan ti Ascorbic acid + Zinc.,"[(43, 63, 'DRUG'), (20, 30, 'ADE')]"
"Idi ko inusar ti Montelukast Sodium, nagsang-atak ti agdirdirisak.","[(17, 35, 'DRUG'), (53, 65, 'ADE')]"
"Gapu ti Moxifloxacin (as hydrochloride), nakaramdamak ti agkaroak.","[(8, 39, 'DRUG'), (57, 65, 'ADE')]"
Adu ti agsao nga agsukak no ag-inom ti Contylan.,"[(39, 47, 'DRUG'), (17, 24, 'ADE')]"
"Ti kadawyan nga epekto ti Paracetamol + Phenylpropanolamine hydrochloride + 
Chlorphenamine maleate ket agkaroak.","[(26, 100, 'DRUG'), (105, 113, 'ADE')]"
In-experience ko ti agkurang ti init ko kalpasan ti LEVOFLOXACIN.,"[(52, 64, 'DRUG'), (20, 39, 'ADE')]"
"Idi ko inusar ti Heparin sodium, nagsang-atak ti kayat ko ti angin.","[(17, 31, 'DRUG'), (49, 66, 'ADE')]"
In-experience ko ti nataltalged ti ngiwat kalpasan ti Getryl.,"[(54, 60, 'DRUG'), (20, 41, 'ADE')]"
Nakaramdamak ti agkurang ti init ko kalpasan ti panag-inom ko ti Bss (Balanced Salt Solution) Sterile Intraocular Irrigating Solution.,"[(65, 133, 'DRUG'), (16, 35, 'ADE')]"
In-experience ko ti saanak makaturturog kalpasan ti Multivitamins+Taurine+Lysine+Chlorella Growth Factor+Zinc.,"[(52, 109, 'DRUG'), (20, 39, 'ADE')]"
Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti Eicosapentanoic Acid + Docosahexaenoic Acid (see reverse for formulation).,"[(61, 134, 'DRUG'), (28, 44, 'ADE')]"
Adu ti agsao nga saanak makaturturog no ag-inom ti Omeprazole.,"[(51, 61, 'DRUG'), (17, 36, 'ADE')]"
"Idi ko inusar ti Ciprofloxacin (as Lactate), nagsang-atak ti nalidlidayak.","[(17, 43, 'DRUG'), (61, 73, 'ADE')]"
Adu ti agsao nga agkurang ti init ko no ag-inom ti Glycyrrhizic Acid + Glycine + L-Cysteine Hydrochloride.,"[(51, 105, 'DRUG'), (17, 36, 'ADE')]"
"Kalpasan ti panag-inom ti Azelaic Acid, kanayonak a nataltalged ti ngiwat.","[(26, 38, 'DRUG'), (52, 73, 'ADE')]"
"Kalpasan ti panag-inom ti Co- Amoxiclav, kanayonak a saanak makaturturog.","[(26, 39, 'DRUG'), (53, 72, 'ADE')]"
Adu ti agsao nga nasusukaak no ag-inom ti 10% Dextrose In Water Solution For Iv Infusion.,"[(42, 88, 'DRUG'), (17, 27, 'ADE')]"
"Gapu ti Ceftriaxone (as sodium) + Sulbactam (as sodium, nakaramdamak ti agpaspas ti puso.","[(8, 54, 'DRUG'), (72, 88, 'ADE')]"
"Gapu ti Terbutaline Sulfate, nakaramdamak ti agkarkarigatak.","[(8, 27, 'DRUG'), (45, 59, 'ADE')]"
Ti nalawag ti kita ket maysa a epekto ti Sulfinpyrazone.,"[(41, 55, 'DRUG'), (3, 18, 'ADE')]"
Ti kadawyan nga epekto ti Dexketoprofen Trometamol ket kayat ko ti angin.,"[(26, 50, 'DRUG'), (55, 72, 'ADE')]"
In-experience ko ti nangato ti bukol kalpasan ti Methylprednisolone (as Sodium Succinate).,"[(49, 89, 'DRUG'), (20, 36, 'ADE')]"
"Kalpasan ti panag-inom ti Zinaf-500, kanayonak a naliday ti ulok.","[(26, 35, 'DRUG'), (49, 64, 'ADE')]"
Ti kadawyan nga epekto ti Phenamine ket agsukak.,"[(26, 35, 'DRUG'), (40, 47, 'ADE')]"
In-experience ko ti agpaspas ti puso kalpasan ti Moks.,"[(49, 53, 'DRUG'), (20, 36, 'ADE')]"
"Kalpasan ti panag-inom ti Thiamine Hydrochloride (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), kanayonak a agsakit dagiti ul-ulok.","[(26, 132, 'DRUG'), (146, 168, 'ADE')]"
"Idi ko inusar ti Quetiapine (as Fumarate), nagsang-atak ti nalawag ti kita.","[(17, 41, 'DRUG'), (59, 74, 'ADE')]"
Ti naliday ti ulok ket maysa a epekto ti Terbutaline (as Sulfate).,"[(41, 65, 'DRUG'), (3, 18, 'ADE')]"
"Idi ko inusar ti Menthol + Camphor, nagsang-atak ti agsakit dagiti ul-ulok.","[(17, 34, 'DRUG'), (52, 74, 'ADE')]"
"Idi ko inusar ti This CPR is granted following A.O. 31 s. 2005., nagsang-atak ti saanak makapanag-diges.","[(17, 63, 'DRUG'), (81, 103, 'ADE')]"
"Gapu ti Thiamine Mononitrate (Vit B1) + Pyridoxine Hydrochloride (Vit B6) + Cyanocobalamin (Vit B12), nakaramdamak ti naliday ti ulok.","[(8, 100, 'DRUG'), (118, 133, 'ADE')]"
Adu ti agsao nga kayat ko ti angin no ag-inom ti Glimepiride + Metformin Hydrochloride.,"[(49, 86, 'DRUG'), (17, 34, 'ADE')]"
Ni nanang ket nakaramdam ti naliday ti ulok idi nag-inom ti Hydroxypropylmethylcellulose.,"[(60, 88, 'DRUG'), (28, 43, 'ADE')]"
Ti kadawyan nga epekto ti Clostridium botulinum Type A Toxin ket saanak makapanag-diges.,"[(26, 60, 'DRUG'), (65, 87, 'ADE')]"
Ti kadawyan nga epekto ti Mucotuss Forte ket nalawag ti kita.,"[(26, 40, 'DRUG'), (45, 60, 'ADE')]"
Adu ti agsao nga saanak makaturturog no ag-inom ti Prochlorperazine Mesilate.,"[(51, 76, 'DRUG'), (17, 36, 'ADE')]"
Adu ti agsao nga agbutengak no ag-inom ti Bromhexine Hydrochloride + Chlorphenamine Maleate.,"[(42, 91, 'DRUG'), (17, 27, 'ADE')]"
Ti agsakit dagiti ul-ulok ket maysa a epekto ti Folium Senna Leaves + Semen Cana Valiae.,"[(48, 87, 'DRUG'), (3, 25, 'ADE')]"
Nakaramdamak ti saanak makaturturog kalpasan ti panag-inom ko ti Losartan Potassium + Amlodipine besilate.,"[(65, 105, 'DRUG'), (16, 35, 'ADE')]"
"Kalpasan ti panag-inom ti Mupirocin + Betamethasone 
(as Dipropionate), kanayonak a agbutengak.","[(26, 71, 'DRUG'), (85, 95, 'ADE')]"
"In-experience ko ti nalawag ti kita kalpasan ti Diphenhydramine hydrochloride + 
Phenylpropanolamine hydrochloride.","[(48, 115, 'DRUG'), (20, 35, 'ADE')]"
Ti nalidlidayak ket maysa a epekto ti Spironolactone.,"[(38, 52, 'DRUG'), (3, 15, 'ADE')]"
In-experience ko ti nangato ti bukol kalpasan ti Ampicillin Sodium + Sulbactam Sodium.,"[(49, 85, 'DRUG'), (20, 36, 'ADE')]"
Adu ti agsao nga saanak makaturturog no ag-inom ti Olopatadine (hydrochloride).,"[(51, 78, 'DRUG'), (17, 36, 'ADE')]"
Ti nalawag ti kita ket maysa a epekto ti Phenylephrine (as hydrochloride).,"[(41, 73, 'DRUG'), (3, 18, 'ADE')]"
"Idi ko inusar ti Levodopa + Carbidopa (as monohydrate) + Entacapone, nagsang-atak ti saanak makapanag-diges.","[(17, 67, 'DRUG'), (85, 107, 'ADE')]"
Adu ti agsao nga nalawag ti kita no ag-inom ti Ketotifen (As Hydrogen Fumarate).,"[(47, 79, 'DRUG'), (17, 32, 'ADE')]"
"Gapu ti Carbocistine, nakaramdamak ti nalawag ti kita.","[(8, 20, 'DRUG'), (38, 53, 'ADE')]"
"Idi ko inusar ti Sitagliptin (as phosphate monohydrate) + Metformin hydrochloride., nagsang-atak ti nalawag ti kita.","[(17, 82, 'DRUG'), (100, 115, 'ADE')]"
Nariknak ti kayat ko ti angin idi pinainomak ti Risdiplam.,"[(48, 57, 'DRUG'), (12, 29, 'ADE')]"
"Gapu ti Tetanus Antitoxin (equine), nakaramdamak ti kayat ko ti angin.","[(8, 34, 'DRUG'), (52, 69, 'ADE')]"
Ti nalidlidayak ket maysa a epekto ti Bimatoprost + Timolol Maleate.,"[(38, 67, 'DRUG'), (3, 15, 'ADE')]"
"Nakaramdamak ti agsakit dagiti ul-ulok kalpasan ti panag-inom ko ti Sodium Citrate + Dextromethorphan Hydrobromide + 
Maleate.","[(68, 125, 'DRUG'), (16, 38, 'ADE')]"
In-experience ko ti saanak makaturturog kalpasan ti Paracetamol + Phenylephrine Hydrochloride+ Chlorphenamine Maleate.,"[(52, 117, 'DRUG'), (20, 39, 'ADE')]"
Nakaramdamak ti agdirdirisak kalpasan ti panag-inom ko ti CLOTRIMAZOLE.,"[(58, 70, 'DRUG'), (16, 28, 'ADE')]"
Ti agkaroak ket maysa a epekto ti Lactated Ringer's Solution for Injection.,"[(34, 74, 'DRUG'), (3, 11, 'ADE')]"
Ti kadawyan nga epekto ti Insulin Degludec + Insulin Aspart ket saanak makapanag-diges.,"[(26, 59, 'DRUG'), (64, 86, 'ADE')]"
Ti kadawyan nga epekto ti Dexamethasone + Neomycin (As Sulfate) + Polymyxin-B Sulfate ket agsakit dagiti ul-ulok.,"[(26, 85, 'DRUG'), (90, 112, 'ADE')]"
"Gapu ti Diclofenac Sodium (as Diethylamine) + Methyl 
Salicylate + Menthol + Linseed Oil, nakaramdamak ti agsakit ti ulok.","[(8, 88, 'DRUG'), (106, 121, 'ADE')]"
Ti naliday ti ulok ket maysa a epekto ti Docetaxel (as Trihydrate).,"[(41, 66, 'DRUG'), (3, 18, 'ADE')]"
Nakaramdamak ti agkaroak kalpasan ti panag-inom ko ti Dacarbazine.,"[(54, 65, 'DRUG'), (16, 24, 'ADE')]"
