text,entities
"Tungod sa Levocetirizine dihydrochloride + Montelukast (as 
sodium), gibati nako ang nag-ubo og hilanat.","[(10, 68, 'DRUG'), (86, 104, 'ADE')]"
"Matud sa uban, malipong ang panan-aw kun mokaon og Vinblastine Sulfate.","[(51, 70, 'DRUG'), (15, 36, 'ADE')]"
"Pagkahuman sa tambal nga Cefotaxime (as sodium), permi kong nabalaka.","[(25, 47, 'DRUG'), (60, 68, 'ADE')]"
"Pagkahuman sa tambal nga Vancomycin (as hydrochloride), permi kong gipang-lamig.","[(25, 54, 'DRUG'), (67, 79, 'ADE')]"
Ang nagka-pantal usa sa epekto sa Econazole nitrate + Triamcinolone acetonide.,"[(34, 77, 'DRUG'), (4, 16, 'ADE')]"
"Tungod sa Diltiazem (as Hydrochloride), gibati nako ang gisuka.","[(10, 38, 'DRUG'), (56, 62, 'ADE')]"
Ang malipong ang panan-aw usa sa epekto sa Ascorbic acid + Taurine + Lysine monohydrochloride.,"[(43, 93, 'DRUG'), (4, 25, 'ADE')]"
"Matud sa uban, nasakit ang ulo kun mokaon og Neuro-B's 500 FC.","[(45, 61, 'DRUG'), (15, 30, 'ADE')]"
Kasagara sa pasyente mogawas og nahubas ang baba pagkahuman sa Montelukast (as sodium)+ Levocetirizine Hydrochloride.,"[(63, 116, 'DRUG'), (32, 48, 'ADE')]"
"Pagkahuman nako gamit ang Ruxolitinib (As Phosphate), nagsugod ko og bati og nahilo.","[(26, 52, 'DRUG'), (77, 83, 'ADE')]"
"Pagkahuman sa tambal nga Fingolimod (as hydrochloride), permi kong nahilo.","[(25, 54, 'DRUG'), (67, 73, 'ADE')]"
Si mama nabati og naglugas pagkahuman mo-inom og Peritoneal Dialysis Solution with 2.5% Dextrose.,"[(49, 96, 'DRUG'), (18, 26, 'ADE')]"
"Tungod sa Ketorolac (as Trometamol), gibati nako ang nagka-pantal.","[(10, 35, 'DRUG'), (53, 65, 'ADE')]"
Ang malipong ang panan-aw usa sa epekto sa Zinc Sulfate (as Monohydrate).,"[(43, 72, 'DRUG'), (4, 25, 'ADE')]"
"Pagkahuman sa tambal nga Diphtheria, Tetanus, Pertussis (Whole Cell), Hepatitis 
B (rDNA) and Haemophilus influenzae Type B Conjugate Vaccine (Adsorbed), permi kong gipang-lamig.","[(25, 152, 'DRUG'), (165, 177, 'ADE')]"
"Nabati nako ang nahilo pagkahuman nako inom sa Cholera Vaccine (Inactivated, Oral).","[(47, 82, 'DRUG'), (16, 22, 'ADE')]"
Kasagara sa pasyente mogawas og dili katulog pagkahuman sa Pramipexole dihydrochloride (as monohydrate).,"[(59, 103, 'DRUG'), (32, 44, 'ADE')]"
Nabati nako ang naglugas pagkahuman nako inom sa Paracetamol + Tramadol Hydrochloride.,"[(49, 85, 'DRUG'), (16, 24, 'ADE')]"
"Pagkahuman nako gamit ang Multivitamins + Lysine + Iron, nagsugod ko og bati og nag-ubo og hilanat.","[(26, 55, 'DRUG'), (80, 98, 'ADE')]"
"Pagkahuman sa tambal nga BETAXOLOL (AS HYDROCHLORIDE), permi kong kulang sa ginhawa.","[(25, 53, 'DRUG'), (66, 83, 'ADE')]"
"Pagkahuman sa tambal nga Phenylpropanolamine 
Hydrochloride Chlorpheniramine Maleate + Paracetamol, permi kong naglugas.","[(25, 99, 'DRUG'), (112, 120, 'ADE')]"
"Tungod sa PHYLLANTHUS NIRURI L. (MENIRAN WHOLE PLANT), gibati nako ang malipong ang panan-aw.","[(10, 53, 'DRUG'), (71, 92, 'ADE')]"
"Pagkahuman nako gamit ang Rabeprazole (as sodium), nagsugod ko og bati og nasakit ang ulo.","[(26, 49, 'DRUG'), (74, 89, 'ADE')]"
Si mama nabati og nahubas ang baba pagkahuman mo-inom og Mometasone.,"[(57, 67, 'DRUG'), (18, 34, 'ADE')]"
Kasagara sa pasyente mogawas og dili katulog pagkahuman sa Amino Acids Crystalline.,"[(59, 82, 'DRUG'), (32, 44, 'ADE')]"
Kasagara sa pasyente mogawas og kusog ang tibok sa kasingkasing pagkahuman sa Tacrolimus (As Monohydrate).,"[(78, 105, 'DRUG'), (32, 63, 'ADE')]"
"Pagkahuman sa tambal nga Terbinafine (as hydrochloride), permi kong kulang sa ginhawa.","[(25, 55, 'DRUG'), (68, 85, 'ADE')]"
"Pagkahuman nako gamit ang Iron (As Ferric Hydroxide Sucrose Complex), nagsugod ko og bati og nagkurog.","[(26, 68, 'DRUG'), (93, 101, 'ADE')]"
Si mama nabati og gisuka pagkahuman mo-inom og OMEPRAZOLE (AS SODIUM).,"[(47, 69, 'DRUG'), (18, 24, 'ADE')]"
Nabati nako ang gisuka pagkahuman nako inom sa Diclofenac Potassium.,"[(47, 67, 'DRUG'), (16, 22, 'ADE')]"
Kasagara sa pasyente mogawas og nahilo pagkahuman sa Dicycloverine.,"[(53, 66, 'DRUG'), (32, 38, 'ADE')]"
Si mama nabati og nasakit ang kalamnan pagkahuman mo-inom og Sitagliptin (as phosphate).,"[(61, 87, 'DRUG'), (18, 38, 'ADE')]"
Ang naglugas usa sa epekto sa Iron (III) Hydroxide Polymaltose Complex.,"[(30, 70, 'DRUG'), (4, 12, 'ADE')]"
Na-experiensyahan nako ang nahilo pagkahuman sa Clopidogrel  (as bisulfate).,"[(48, 75, 'DRUG'), (27, 33, 'ADE')]"
"Matud sa uban, kulang sa ginhawa kun mokaon og Guaifenesin + Salbutamol (As Sulfate).","[(47, 84, 'DRUG'), (15, 32, 'ADE')]"
"Pagkahuman nako gamit ang Acyclovir, nagsugod ko og bati og dili katulog.","[(26, 35, 'DRUG'), (60, 72, 'ADE')]"
Ang malipong ang panan-aw usa sa epekto sa Phenytoin  sodium.,"[(43, 60, 'DRUG'), (4, 25, 'ADE')]"
Si mama nabati og nag-ubo og hilanat pagkahuman mo-inom og Monobasic Sodium Phosphate + Dibasic Sodium Phosphate.,"[(59, 112, 'DRUG'), (18, 36, 'ADE')]"
Si mama nabati og nag-ubo og hilanat pagkahuman mo-inom og Bupropion Hydrochloride + Naltrexone Hydrochloride.,"[(59, 109, 'DRUG'), (18, 36, 'ADE')]"
Ang nagkurog akong gibati human ko gi-injectionan og Menthol + Peppermint Oil.,"[(53, 77, 'DRUG'), (4, 12, 'ADE')]"
Si mama nabati og dili katulog pagkahuman mo-inom og D-Alpha Tocopheryl Acetate (Vitamin E).,"[(53, 91, 'DRUG'), (18, 30, 'ADE')]"
Na-experiensyahan nako ang naglugas pagkahuman sa Irinotecan.,"[(50, 60, 'DRUG'), (27, 35, 'ADE')]"
Ang naglugas akong gibati human ko gi-injectionan og Pyrazinamide.,"[(53, 65, 'DRUG'), (4, 12, 'ADE')]"
"Matud sa uban, nahilo kun mokaon og Multivitamins + Zinc + Copper.","[(36, 65, 'DRUG'), (15, 21, 'ADE')]"
"Tungod sa Multivitamins+ Minerals, gibati nako ang dili katulog.","[(10, 33, 'DRUG'), (51, 63, 'ADE')]"
"Pagkahuman nako gamit ang Paracetamol + Phenylephrine Hydrochloride (Day Tablet)
and Paracetamol + Phenylephrine Hydrochloride +
Chlorpheniramine Maleate (Night Tablet), nagsugod ko og bati og gigakapoy.","[(26, 170, 'DRUG'), (195, 204, 'ADE')]"
"Pagkahuman sa tambal nga Cefotaxime, permi kong dili katulog.","[(25, 35, 'DRUG'), (48, 60, 'ADE')]"
"Ang malipong ang panan-aw usa sa epekto sa Thiamine mononitrate (Vitamin B1) + Pyridoxine 
Hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12).","[(43, 151, 'DRUG'), (4, 25, 'ADE')]"
"Matud sa uban, kusog ang tibok sa kasingkasing kun mokaon og Lactated Ringer'S (see reverse).","[(61, 92, 'DRUG'), (15, 46, 'ADE')]"
Ang malipong ang panan-aw usa sa epekto sa Tacrolimus (as monohydrate).,"[(43, 70, 'DRUG'), (4, 25, 'ADE')]"
"Tungod sa Docetaxel With Solvent, gibati nako ang nag-ubo og hilanat.","[(10, 32, 'DRUG'), (50, 68, 'ADE')]"
Si mama nabati og nagkurog pagkahuman mo-inom og Lidocaine hydrochloride + Epinephrine..,"[(49, 87, 'DRUG'), (18, 26, 'ADE')]"
"Pagkahuman sa tambal nga Calcium Monohydrogen Phosphate + Calcium Ascorbate, permi kong naglugas.","[(25, 75, 'DRUG'), (88, 96, 'ADE')]"
"Pagkahuman nako gamit ang Pantoprazole (As Sodium, nagsugod ko og bati og nahubas ang baba.","[(26, 49, 'DRUG'), (74, 90, 'ADE')]"
Na-experiensyahan nako ang namaga pagkahuman sa Brexpiprazole.,"[(48, 61, 'DRUG'), (27, 33, 'ADE')]"
Ang lisod mo-dumi usa sa epekto sa Ceftriaxone Sodium + Sulbactam Sodium.,"[(35, 72, 'DRUG'), (4, 17, 'ADE')]"
Nabati nako ang gigakapoy pagkahuman nako inom sa Lopivasc.,"[(50, 58, 'DRUG'), (16, 25, 'ADE')]"
"Matud sa uban, nabalaka kun mokaon og Insulin Degludec.","[(38, 54, 'DRUG'), (15, 23, 'ADE')]"
Ang kulang sa ginhawa akong gibati human ko gi-injectionan og Betamethasone Valerate + Neomycin Sulfate.,"[(62, 103, 'DRUG'), (4, 21, 'ADE')]"
"Matud sa uban, nagkurog kun mokaon og Insulin Human.","[(38, 51, 'DRUG'), (15, 23, 'ADE')]"
"Tungod sa Erythromycin (As Stearate), gibati nako ang nagkurog.","[(10, 36, 'DRUG'), (54, 62, 'ADE')]"
"Pagkahuman nako gamit ang Ambroxol Hydrochloride, nagsugod ko og bati og nasakit ang kalamnan.","[(26, 48, 'DRUG'), (73, 93, 'ADE')]"
"Pagkahuman nako gamit ang Sodium Citrate + Dextromethorphan Hydrobromide + 
Maleate, nagsugod ko og bati og dili katulog.","[(26, 83, 'DRUG'), (108, 120, 'ADE')]"
Na-experiensyahan nako ang gipang-lamig pagkahuman sa Ascorbic Acid + Zinc + Cholecalciferol (Vitamin D3).,"[(54, 105, 'DRUG'), (27, 39, 'ADE')]"
Na-experiensyahan nako ang nahubas ang baba pagkahuman sa Ascorbic Acid (As Sodium Ascorbate).,"[(58, 93, 'DRUG'), (27, 43, 'ADE')]"
Nabati nako ang nabalaka pagkahuman nako inom sa TAMSULOSIN HYDROCHLORIDE.,"[(49, 73, 'DRUG'), (16, 24, 'ADE')]"
Nabati nako ang gipang-lamig pagkahuman nako inom sa Vitex Negundo L. (Lagundi Leaf).,"[(53, 84, 'DRUG'), (16, 28, 'ADE')]"
Si mama nabati og nahubas ang baba pagkahuman mo-inom og Pheniramine Maleate + Naphazoline Hydrochloride.,"[(57, 104, 'DRUG'), (18, 34, 'ADE')]"
Na-experiensyahan nako ang nagkurog pagkahuman sa Potassium Citrate.,"[(50, 67, 'DRUG'), (27, 35, 'ADE')]"
"Pagkahuman sa tambal nga OXCARBAZEPINE, permi kong namaga.","[(25, 38, 'DRUG'), (51, 57, 'ADE')]"
Na-experiensyahan nako ang malipong ang panan-aw pagkahuman sa Loperamide HCl.,"[(63, 77, 'DRUG'), (27, 48, 'ADE')]"
"Pagkahuman nako gamit ang Rotavirus Vaccine, Live, nagsugod ko og bati og nahubas ang baba.","[(26, 49, 'DRUG'), (74, 90, 'ADE')]"
"Pagkahuman nako gamit ang Bisoprolol Fumarate + Hydrochlorothiazide, nagsugod ko og bati og gisuka.","[(26, 67, 'DRUG'), (92, 98, 'ADE')]"
Nabati nako ang nasakit ang ulo pagkahuman nako inom sa Carbimazole.,"[(56, 67, 'DRUG'), (16, 31, 'ADE')]"
"Na-experiensyahan nako ang nag-ubo og hilanat pagkahuman sa Nigella sativa L. (Black Cumin) Seed + Phaleria 
macrocarpa (God's Crown) Fruit Flesh.","[(60, 146, 'DRUG'), (27, 45, 'ADE')]"
"Pagkahuman nako gamit ang Betamethasone (as valerate), nagsugod ko og bati og nasakit ang kalamnan.","[(26, 53, 'DRUG'), (78, 98, 'ADE')]"
Na-experiensyahan nako ang nasakit ang kalamnan pagkahuman sa Isosorbide Mononitrate.,"[(62, 84, 'DRUG'), (27, 47, 'ADE')]"
Nabati nako ang nabalaka pagkahuman nako inom sa Paracetamol + Phenylephrine + Chlorpheniramine Maleate+Caffeine Anhydrous.,"[(49, 122, 'DRUG'), (16, 24, 'ADE')]"
"Pagkahuman nako gamit ang Ceftizoxime (as sodium), nagsugod ko og bati og nagsuka.","[(26, 49, 'DRUG'), (74, 81, 'ADE')]"
"Pagkahuman nako gamit ang SILDENAFIL (AS CITRATE) + PANAX GINSENG, nagsugod ko og bati og nahubas ang baba.","[(26, 65, 'DRUG'), (90, 106, 'ADE')]"
Kasagara sa pasyente mogawas og gigakapoy pagkahuman sa CEFOXITIN (as sodium) + Dextrose.,"[(56, 88, 'DRUG'), (32, 41, 'ADE')]"
Ang nagsuka usa sa epekto sa Cetrorelix Acetate.,"[(29, 47, 'DRUG'), (4, 11, 'ADE')]"
Ang nasakit ang ulo akong gibati human ko gi-injectionan og Amlodipine(as besilate) + Losartan Potassium.,"[(60, 104, 'DRUG'), (4, 19, 'ADE')]"
Kasagara sa pasyente mogawas og gigakapoy pagkahuman sa Ceftriaxone As Sodium.,"[(56, 77, 'DRUG'), (32, 41, 'ADE')]"
Si mama nabati og dili katulog pagkahuman mo-inom og Pheniramine Maleate + Naphazoline Hydrochloride.,"[(53, 100, 'DRUG'), (18, 30, 'ADE')]"
"Pagkahuman sa tambal nga Indacaterol (as Acetate) + Glycopyrronium (as Bromide) + Mometasone Furoate, permi kong namaga.","[(25, 100, 'DRUG'), (113, 119, 'ADE')]"
Ang nagka-pantal usa sa epekto sa Telmisartan + Hydrochlorthiazide.,"[(34, 66, 'DRUG'), (4, 16, 'ADE')]"
Ang nagkurog akong gibati human ko gi-injectionan og Menthol + Methyl Salicylate.,"[(53, 80, 'DRUG'), (4, 12, 'ADE')]"
Ang namaga usa sa epekto sa Telmisartan + Amlodipine (Besilate).,"[(28, 63, 'DRUG'), (4, 10, 'ADE')]"
"Tungod sa Atosiban (as acetate), gibati nako ang malipong ang panan-aw.","[(10, 31, 'DRUG'), (49, 70, 'ADE')]"
Na-experiensyahan nako ang namaga pagkahuman sa Vitamin B1+ B6+ B12.,"[(48, 67, 'DRUG'), (27, 33, 'ADE')]"
Na-experiensyahan nako ang nasakit ang ulo pagkahuman sa Isoconazole Nitrate + Diflucortolone Valerate.,"[(57, 102, 'DRUG'), (27, 42, 'ADE')]"
"Pagkahuman sa tambal nga Pelargonium sidoides DC, permi kong dili katulog.","[(25, 48, 'DRUG'), (61, 73, 'ADE')]"
"Tungod sa Multivitamins + Herbs + Choline bitartrate + Alpha-lipoic acid + CoEnzyme Q10 + Lycopene, gibati nako ang nabalaka.","[(10, 98, 'DRUG'), (116, 124, 'ADE')]"
"Pagkahuman nako gamit ang Budesonide + Formoterol Fumarate Dihydrate, nagsugod ko og bati og kulang sa ginhawa.","[(26, 68, 'DRUG'), (93, 110, 'ADE')]"
Ang kulang sa ginhawa usa sa epekto sa Ceftriaxone As Sodium.,"[(39, 60, 'DRUG'), (4, 21, 'ADE')]"
Na-experiensyahan nako ang naglugas pagkahuman sa Thiamine Hydrochloride + Pyridoxine Hydrochloride + Cyanocobalamin + Nicotinamide + D-Panthenol.,"[(50, 145, 'DRUG'), (27, 35, 'ADE')]"
"Pagkahuman nako gamit ang d-Alpha Tocopherol, nagsugod ko og bati og nagsuka.","[(26, 44, 'DRUG'), (69, 76, 'ADE')]"
"Pagkahuman nako gamit ang Paracetamol + Phenylephrine HCl + Chlorphenamine Maleate, nagsugod ko og bati og nag-ubo og hilanat.","[(26, 82, 'DRUG'), (107, 125, 'ADE')]"
Si mama nabati og nagsuka pagkahuman mo-inom og Methyl Salicylate + Menthol.,"[(48, 75, 'DRUG'), (18, 25, 'ADE')]"
Nabati nako ang naglugas pagkahuman nako inom sa Vitamin B-Complex + Iron + Lysine + Buclizine Hcl.,"[(49, 98, 'DRUG'), (16, 24, 'ADE')]"
"Matud sa uban, nahubas ang baba kun mokaon og Tafenoquine (as Succinate).","[(46, 72, 'DRUG'), (15, 31, 'ADE')]"
Ang nasakit ang ulo akong gibati human ko gi-injectionan og Lipid Emulsion + Amino Acid + Electrolytes + Glucose.,"[(60, 112, 'DRUG'), (4, 19, 'ADE')]"
Kasagara sa pasyente mogawas og nasakit ang kalamnan pagkahuman sa Gemcitabine (as Hydrochloride).,"[(67, 97, 'DRUG'), (32, 52, 'ADE')]"
Ang nag-ubo og hilanat usa sa epekto sa Butaphosphan + Cyanocobalamin (Vet.).,"[(40, 76, 'DRUG'), (4, 22, 'ADE')]"
"Pagkahuman nako gamit ang Lipid Emulsion + Amino acids w/ Electrolytes + Glucose, nagsugod ko og bati og nag-ubo og hilanat.","[(26, 80, 'DRUG'), (105, 123, 'ADE')]"
Na-experiensyahan nako ang nagka-pantal pagkahuman sa 5% Dextrose with Electrolytes Maintenance.,"[(54, 95, 'DRUG'), (27, 39, 'ADE')]"
Si mama nabati og nahubas ang baba pagkahuman mo-inom og Thiamine Mononitrate (Vit. B1) + Pyridoxine Hydrochloride (Vit. B6) + Cyanocobalamine (Vit. B12).,"[(57, 153, 'DRUG'), (18, 34, 'ADE')]"
Na-experiensyahan nako ang namaga pagkahuman sa Ceftriaxone (as sodium)+ Sulbactam (as sodium).,"[(48, 94, 'DRUG'), (27, 33, 'ADE')]"
Nabati nako ang naglugas pagkahuman nako inom sa MEMANTINE HYDROCHLORIDE.,"[(49, 72, 'DRUG'), (16, 24, 'ADE')]"
Nabati nako ang nagkurog pagkahuman nako inom sa Iomeprol.,"[(49, 57, 'DRUG'), (16, 24, 'ADE')]"
Nabati nako ang nasakit ang kalamnan pagkahuman nako inom sa Thiamine mononitrate (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12).,"[(61, 165, 'DRUG'), (16, 36, 'ADE')]"
"Matud sa uban, nagka-pantal kun mokaon og Inactivated Purified Rabies Vaccine (Vero-Cell).","[(42, 89, 'DRUG'), (15, 27, 'ADE')]"
Na-experiensyahan nako ang gipang-lamig pagkahuman sa Prednisolone.,"[(54, 66, 'DRUG'), (27, 39, 'ADE')]"
Si mama nabati og nagkurog pagkahuman mo-inom og Amikacin (As Sulphate).,"[(49, 71, 'DRUG'), (18, 26, 'ADE')]"
"Pagkahuman nako gamit ang Cefotaxime As Sodium, nagsugod ko og bati og kusog ang tibok sa kasingkasing.","[(26, 46, 'DRUG'), (71, 102, 'ADE')]"
Nabati nako ang namaga pagkahuman nako inom sa Amlodipine (as besilate) + Bisoprolol fumarate.,"[(47, 93, 'DRUG'), (16, 22, 'ADE')]"
"Matud sa uban, kusog ang tibok sa kasingkasing kun mokaon og Ascorbic acid + Calcium + Cholecalciferol 
(Vitamin D3).","[(61, 117, 'DRUG'), (15, 46, 'ADE')]"
"Kasagara sa pasyente mogawas og lisod mo-dumi pagkahuman sa Tenofovir disoproxil fumarate + Lamivudine
Efavirenz.","[(60, 113, 'DRUG'), (32, 45, 'ADE')]"
Na-experiensyahan nako ang nag-ubo og hilanat pagkahuman sa Lumbricus rubellus Extract (DLBS1033).,"[(60, 97, 'DRUG'), (27, 45, 'ADE')]"
Na-experiensyahan nako ang gipang-lamig pagkahuman sa Golimumab.,"[(54, 63, 'DRUG'), (27, 39, 'ADE')]"
Kasagara sa pasyente mogawas og nagkurog pagkahuman sa Methyl Salicylate + Peppermint Oil + Eucalyptus Oil + Menthol.,"[(55, 116, 'DRUG'), (32, 40, 'ADE')]"
"Na-experiensyahan nako ang nasakit ang kalamnan pagkahuman sa Paracetamol + Phenylephrine Hydrochloride + 
Chlorphenamine Maleate.","[(62, 129, 'DRUG'), (27, 47, 'ADE')]"
"Tungod sa Salbutamol (as sulfate) + Ipratropium bromide., gibati nako ang namaga.","[(10, 56, 'DRUG'), (74, 80, 'ADE')]"
"Matud sa uban, gipang-lamig kun mokaon og Lidocaine Hydrochloride + Epinephrine (as Bitartrate).","[(42, 95, 'DRUG'), (15, 27, 'ADE')]"
"Matud sa uban, gigakapoy kun mokaon og Brimonidine Tartrate + Timolol (As Maleate).","[(39, 82, 'DRUG'), (15, 24, 'ADE')]"
"Matud sa uban, nagka-pantal kun mokaon og Astralagus membranaceus (Radix astragali)- 227.5mg 
Angelica sinensis (Chinese angelica)-162.5mg Herba solani lyrati (Lyrate nightshade)-130mg Herba solani nigra (Long kui cao)-130mg.","[(42, 225, 'DRUG'), (15, 27, 'ADE')]"
"Matud sa uban, nabalaka kun mokaon og Monobasic Sodium Phosphate + Dibasic Sodium Phosphate.","[(38, 91, 'DRUG'), (15, 23, 'ADE')]"
Ang nasakit ang ulo usa sa epekto sa Isoniazid/ Pyridoxine Hydrochloride.,"[(37, 72, 'DRUG'), (4, 19, 'ADE')]"
"Pagkahuman sa tambal nga Neomycin (as Sulfate) + Polymyxin (as Sulfate) + Bacitracin, permi kong nagkurog.","[(25, 84, 'DRUG'), (97, 105, 'ADE')]"
Si mama nabati og nahilo pagkahuman mo-inom og Rifampicin; Isoniazid + Pyridoxine Hydrochloride; Pyrazinamide.,"[(47, 109, 'DRUG'), (18, 24, 'ADE')]"
"Na-experiensyahan nako ang lisod mo-dumi pagkahuman sa Buclizine hydrochloride + Vitamin B-Complex + Iron 
(see reverse for formulation).","[(55, 136, 'DRUG'), (27, 40, 'ADE')]"
Na-experiensyahan nako ang namaga pagkahuman sa Diclofenac Potasisum.,"[(48, 68, 'DRUG'), (27, 33, 'ADE')]"
Kasagara sa pasyente mogawas og nagka-pantal pagkahuman sa Hydroxypropyl Methylcellulose.,"[(59, 88, 'DRUG'), (32, 44, 'ADE')]"
Nabati nako ang nagkurog pagkahuman nako inom sa Salbugen Plus.,"[(49, 62, 'DRUG'), (16, 24, 'ADE')]"
"Matud sa uban, malipong ang panan-aw kun mokaon og Piperacillin &amp;Tazobactam.","[(51, 79, 'DRUG'), (15, 36, 'ADE')]"
Si mama nabati og nagka-pantal pagkahuman mo-inom og Thiamine Mononitrate (Vitami B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12).,"[(53, 156, 'DRUG'), (18, 30, 'ADE')]"
Ang nahubas ang baba usa sa epekto sa Guaifenesin + Sodium Citrate + Dextromethorphan Hydrobromide.,"[(38, 98, 'DRUG'), (4, 20, 'ADE')]"
"Tungod sa Nicardipine Hydochloride, gibati nako ang nagka-pantal.","[(10, 34, 'DRUG'), (52, 64, 'ADE')]"
"Matud sa uban, dili katulog kun mokaon og Lorlatinib.","[(42, 52, 'DRUG'), (15, 27, 'ADE')]"
Nabati nako ang nahubas ang baba pagkahuman nako inom sa Cholecalciferol (Vitamin D3) + Minerals.,"[(57, 96, 'DRUG'), (16, 32, 'ADE')]"
"Pagkahuman sa tambal nga Multivitamins + Minerals + Chlorella pyrenoidosa +
Panax ginseng L. (Korean Ginseng) Root + Lecithin +
Rutin + Taurine, permi kong malipong ang panan-aw.","[(25, 145, 'DRUG'), (158, 179, 'ADE')]"
Ang nahubas ang baba akong gibati human ko gi-injectionan og Cetirizine  (as Dihydrochloride ).,"[(61, 94, 'DRUG'), (4, 20, 'ADE')]"
"Matud sa uban, nagkurog kun mokaon og Lamepil-25.","[(38, 48, 'DRUG'), (15, 23, 'ADE')]"
Kasagara sa pasyente mogawas og nagkurog pagkahuman sa Haloperidol.,"[(55, 66, 'DRUG'), (32, 40, 'ADE')]"
"Tungod sa Piperacillin (as sodium) / Tazobactam (as sodium), gibati nako ang kusog ang tibok sa kasingkasing.","[(10, 59, 'DRUG'), (77, 108, 'ADE')]"
Ang nasakit ang kalamnan akong gibati human ko gi-injectionan og Aminophylline.,"[(65, 78, 'DRUG'), (4, 24, 'ADE')]"
Nabati nako ang nahilo pagkahuman nako inom sa Hydrocortisone(As Acetate) / Polymyxin B Sulfate/ Neomycin (As Sulfate).,"[(47, 118, 'DRUG'), (16, 22, 'ADE')]"
